year_month_day_hour_minute_second,uu,vv,ww,rh,pp,tt,ws,wd,uw_fluc,vw_fluc,tw_fluc,u.star,L
2020-03-12 13:18:37,4.490003664289749,-2.6065814740982467,0.2904361640702737,54.93549999999999,965.9399999999999,16.093,5.191762695505984,300.1364473638031,-0.00025355558162040384,-0.003816010083181421,0.0006796101791592948,0.06184193223525016,-0.746507621519762
2020-03-12 13:18:38,4.222421955499882,-2.563385882404502,0.3363199113012429,54.99049999999998,965.9354999999999,16.1845,4.939614797977486,301.26147657618566,0.007717046979763648,0.002475330681412349,-0.01250053937400844,0.09002402195486632,0.1259082844687977
2020-03-12 13:18:39,4.440565806329306,-2.4576439853265333,0.2948436768359929,55.044761904761906,965.9466666666667,16.307142857142857,5.075296901556865,298.9624617779946,-0.017837408049844815,0.024623762346778183,-0.008927417828463966,0.1743721239276451,1.2908931254382876
2020-03-12 13:18:40,4.4860466128728165,-2.6732055136370567,0.22086640913353534,55.06,965.943,16.328,5.222130018585063,300.79043455159547,0.021383945516245194,0.008037744270648624,-0.027852223462457065,0.15114449809995678,0.26980980106280095
2020-03-12 13:18:42,4.220915336014928,-2.925281915666074,0.14062607423444776,55.1347619047619,965.9366666666667,16.346190476190475,5.135503924633783,304.723679460489,0.03264570652827824,0.03965976064332108,-0.01948192999602875,0.22664439579580328,1.3020507675349287
2020-03-12 13:18:43,4.389305474416491,-2.7987386409978177,0.16604697768063909,55.205000000000005,965.941,16.277499999999996,5.205664273496408,302.52267452938923,0.0389164040078948,0.031014108062705076,-0.01927174719397307,0.2230763379594592,1.2497840076702151
2020-03-12 13:18:44,4.136301967764657,-2.988207692838787,0.24784615574213426,55.22333333333334,965.9280952380951,16.371904761904762,5.102781514436483,305.8456495189659,0.03329197916242902,0.02181633096176155,-0.015009403818260785,0.19950781655684474,1.1545825861591879
2020-03-12 13:18:45,4.3032333047433164,-2.528105208277279,0.3560919782715767,55.347500000000004,965.9469999999998,16.268500000000003,4.9909050100328285,300.4337966857754,-0.014228432941156421,-0.01577486063790747,-0.0027509512165129254,0.1457521661499783,2.4407131147892196
2020-03-12 13:18:46,3.9167259981385625,-2.6121095666821543,0.4534701791297498,55.23952380952379,965.9533333333334,16.285238095238096,4.707850776399667,303.69977761948553,-0.016672000759233276,-0.01547135673742437,0.005522797511526613,0.1508132503466249,-1.3482168053679446
2020-03-12 13:18:47,4.293867424116327,-2.299949432564125,0.3522164868724371,55.3935,965.9485000000002,16.173000000000002,4.871043507118308,298.17509918862106,-0.016723437191955563,-0.006413730033180455,0.0018042410866080105,0.1338325435925577,-2.864099358996185
2020-03-12 13:18:48,4.07273563855831,-2.135756856222129,0.34024629826565916,55.29857142857145,965.9433333333334,16.307619047619045,4.598764282987637,297.6726742889701,-0.001014285112420769,-0.030271933596976414,-0.00315937033830476,0.17403712547516784,3.626797064342334
2020-03-12 13:18:49,3.602339077902161,-1.7369702134499054,0.17195547228368313,55.43449999999998,965.9599999999998,16.472,3.9992389719286843,295.7423622377237,0.01279624946857604,0.008545906179712142,-0.009059775539950413,0.12404653998647758,0.462581487230948
2020-03-12 13:18:50,3.6018404311890064,-1.5973664674596313,0.25302766074487887,55.44761904761907,965.9747619047621,16.333809523809524,3.940156611495572,293.91662475997776,0.0008635407241437182,0.004826535901321991,0.0006354228831433449,0.07002269405549512,-1.1763717134411262
2020-03-12 13:18:51,3.370967520295445,-2.1781813153513845,0.37303062739866527,55.421500000000016,965.9574999999999,16.348,4.013464322182609,302.8688910086172,-0.004138419932682283,-0.01407683759812208,0.0018783160115687816,0.1211303232350289,-2.0618653743663726
2020-03-12 13:18:52,3.4443801150162714,-1.3872224689528192,0.3018124535675923,55.463,965.9725000000001,16.436,3.7132385534849575,291.93708784078433,0.007881556237692738,0.04796036419956282,-0.008710100564750937,0.22046237068479696,2.6951327613297646
2020-03-12 13:18:53,3.7574723691977887,-2.0023348042095876,0.21463306941023835,55.42100000000001,965.963,16.383000000000003,4.257692247384009,298.0528896671472,-0.006084141331260098,-0.007560679455071997,0.0016662677760316377,0.09851229127819632,-1.25292449061217
2020-03-12 13:18:54,3.661864331796636,-1.694442036877889,0.23206711947833708,55.44952380952381,965.9576190476188,16.337142857142855,4.034895810404937,294.8312358848747,-0.008681026244113935,0.019969105754938862,0.0017299965895978089,0.14756158308627185,-4.044422059306784
2020-03-12 13:18:55,3.3313975623911203,-0.9525428082023047,0.4669898052560896,55.449500000000015,965.9549999999997,16.3625,3.464902238182692,285.9567631987936,-0.032840966261617796,0.0887916594209001,-0.0038019064437996414,0.30768558133549545,16.709971098480317
2020-03-12 13:18:56,3.340281179485597,-1.6829919100848734,0.3498028923557603,55.482857142857156,965.9604761904761,16.333333333333336,3.7403128381776867,296.74113040728247,0.010478727838220635,0.011265957797658639,0.0007144008064945091,0.12403986359792217,-5.815968627069192
2020-03-12 13:18:57,3.0329453583147425,-1.4707215824199527,0.23851545434348517,55.5025,965.9684999999997,16.381,3.370723886573742,295.8694558991953,-0.01341438021963041,-0.004746215859839443,0.00153126105241862,0.11928650928647,-2.4203014345394736
